ALERT,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP,SAR,record_id
1,2,56400.0,24,739,CT,10,599.04,5990.4, ,2,2,0,1198.08,1,7,299.52,0.0,0,1,1,68.39,7,21000,1,4,0,12,1,0,0,77675541
1,1,61100.0,10,753,MA,31,7.12,220.72,password change billing address plastic replace,15,2,0,14.38,0,3,60.0,0.0,0,1,1,33.34,0,15000,1,3,0,8,0,0,0,43643384
1,1,184100.0,38,641,NY,167,294.96,49258.32, ,101,11,5,3319.98,2,3,2462.92,0.0,0,1,1,45.77,3,15000,1,2,0,10,0,0,1,53724882
1,1,4800.0,7,718,PA,1,103.8,103.8,card replace change request statement statement,0,0,0,0.0,0,6,103.8,0.0,0,1,1,36.76,0,18000,0,2,0,8,1,0,0,77950198
1,1,45700.0,14,769,NJ,3,3.45,10.35, ,2,0,0,0.0,0,3,60.0,49.65,1,2,1,111.32,0,15000,1,4,0,10,2,0,0,33594124
1,3,100900.0,23,725,MA,25,22.74,568.5,late payment plastic replace customer call,14,0,0,0.0,0,2,60.0,0.0,0,1,1,43.18,0,13000,0,1,0,8,1,0,0,74795862
1,2,77200.0,50,690,NY,14,169.36,2371.04,billing address card replace password change cash,5,4,2,672.1,2,3,2371.04,0.0,0,1,1,88.23,3,13000,1,5,0,7,1,0,0,35784084
1,2,62400.0,68,737,ME,88,27.53,2422.64,  statement statement,40,9,1,241.6,5,4,2422.64,0.0,0,1,1,30.28,4,9000,0,3,0,9,1,0,0,01146066
1,1,80800.0,55,746,MA,7,125.3,877.1,billing address customer call password change statement,2,0,0,0.0,0,3,877.1,0.0,0,1,1,42.01,0,12000,0,3,0,7,1,0,0,32630003
1,0,28000.0,8,738,RI,3,343.75,1031.25, ,1,1,0,341.7,0,5,1031.25,0.0,0,1,1,85.02,5,11000,0,1,0,10,3,0,0,08360348
1,4,56700.0,5,773,NJ,12,238.51,2862.12, ,5,2,2,500.0,0,3,2862.12,0.0,0,1,1,42.86,3,14000,1,3,0,3,0,0,0,80520161
1,0,82300.0,15,748,MA,12,140.9,1690.8, ,9,1,0,138.03,0,4,1690.8,0.0,0,1,1,59.22,0,16000,0,4,0,8,2,0,0,27718632
1,2,72500.0,10,679,ME,52,30.61,1591.72,card replace billing address  ,26,5,1,157.52,2,4,1726.74,135.02,1,2,1,201.92,2,16000,0,2,0,8,0,0,0,49016539
1,2,229200.0,13,706,PA,13,71.79,933.27,  card replace change request,8,4,0,288.2,2,4,60.0,0.0,0,1,1,77.44,4,15000,1,8,0,3,1,0,0,47730957
1,4,90100.0,15,666,ME,8,5.43,43.44,customer call statement transfer,1,1,1,6.0,1,5,60.0,16.56,1,1,1,87.57,0,8000,1,2,0,11,1,0,0,05991099
1,1,29700.0,3,737,RI,4,90.59,362.36,plastic replace transfer customer call,2,1,0,91.15,0,5,362.36,0.0,0,1,1,30.37,0,6000,0,4,0,13,1,0,0,35351149
1,0,30000.0,17,729,NJ,2,132.98,265.96,  statement transfer,1,1,0,131.73,1,3,265.96,0.0,0,1,1,32.74,1,9000,0,2,0,6,1,0,0,82121150
1,1,83500.0,69,660,MA,156,131.98,20588.88,plastic replace plastic replace   cash,87,10,5,1366.85,5,3,1029.44,0.0,0,1,1,31.22,3,7000,1,4,0,5,2,0,0,89765192
1,2,59800.0,8,703,ME,26,420.92,10943.92, ,13,1,0,421.27,1,3,13390.29,2446.37,1,1,1,2539.12,3,13000,1,4,0,6,0,0,1,71371950
1,0,13000.0,3,634,NY,2,533.28,1066.56,password change change request transfer statement,2,0,0,0.0,0,9,1066.56,0.0,0,1,1,43.24,0,23000,1,4,0,9,0,0,0,82518296
1,5,84700.0,35,745,NJ,11,0.0,0.0, ,6,2,0,0.0,2,7,2693.82,2693.82,1,1,1,2693.82,7,13000,1,2,0,5,0,0,0,65065018
1,3,51800.0,43,662,PA,3,0.0,0.0,billing address billing address transfer,2,0,0,0.0,0,3,60.0,60.0,1,3,1,60.0,0,9000,1,2,1,10,0,0,0,35504737
1,1,73100.0,15,763,ME,17,16.4,278.8, ,12,0,0,0.0,0,3,3102.99,2824.19,1,1,1,2886.08,3,13000,0,6,0,6,1,0,0,71868897
1,2,6400.0,33,719,CT,2,4.17,8.34,customer call change request  ,1,0,0,0.0,0,2,60.0,51.66,1,1,1,95.16,0,10000,1,1,0,4,0,0,0,41846175
1,5,25300.0,2,701,NY,9,174.15,1567.35, ,3,1,0,172.87,0,4,1567.35,0.0,0,1,1,62.99,2,9000,1,3,0,6,1,0,0,08918562
1,2,76100.0,18,704,MA,74,18.34,1357.16, ,33,7,1,131.78,2,2,67.86,0.0,0,1,1,68.09,1,14000,1,3,0,10,0,0,0,57203499
1,0,16800.0,33,731,PA,9,354.12,3187.08,billing address password change late payment,4,1,1,349.0,0,4,3187.08,0.0,0,1,1,31.79,4,19000,1,4,0,6,3,0,0,84712960
1,2,61000.0,6,725,NY,2,0.0,0.0, ,0,0,0,0.0,0,5,60.0,60.0,1,1,1,60.0,0,16000,0,1,0,4,0,0,0,44174022
1,0,5300.0,0,727,NY,5,68.16,340.8,customer call transfer billing address statement,2,0,0,0.0,0,5,60.0,0.0,0,1,1,58.54,0,17000,1,1,1,7,1,0,0,32284903
1,0,,6,691,RI,46,3.82,175.72, ,20,7,1,32.04,3,8,175.72,0.0,0,1,1,71.0,0,15000,0,3,1,4,0,0,0,39002180
1,0,22200.0,16,727,NJ,49,0.0,0.0, ,24,6,2,0.0,2,2,2684.72,2684.72,1,1,1,2684.72,2,9000,1,4,0,6,0,0,1,21288548
1,1,4900.0,37,719,CT,0,128.88,0.0, ,0,0,0,0.0,0,3,60.0,60.0,1,1,1,60.0,0,9000,0,0,0,9,2,0,0,93064389
1,0,6100.0,38,683,MA,2,42.42,84.84, ,2,0,0,0.0,0,3,90.09,5.25,1,1,1,53.44,0,15000,1,2,0,10,1,0,0,56922322
1,2,42600.0,23,757,PA,44,8.43,370.92, ,25,2,1,13.58,1,5,370.92,0.0,0,1,1,70.82,0,16000,0,2,0,8,0,0,0,38858464
1,4,19600.0,21,795,RI,6,232.43,1394.58, ,2,0,0,0.0,0,3,1394.58,0.0,0,1,1,30.04,0,13000,1,1,0,4,1,0,0,67543640
1,0,8700.0,10,682,NY,9,220.57,1985.13,"password change plastic replace password change lost cardrefund requested. supply additional details, call back",4,0,0,0.0,0,2,3594.28,1609.15,1,3,1,1641.48,2,10000,1,4,0,5,1,0,0,49727453
1,1,105500.0,11,688,NY,71,148.89,10571.19, ,32,8,1,1197.59,4,4,528.56,0.0,0,1,1,52.95,4,13000,0,7,1,5,1,0,0,35018997
1,3,18700.0,43,714,RI,4,68.78,275.12, ,4,1,0,68.73,1,5,344.47,69.35,1,2,1,133.05,0,10000,1,3,0,9,2,0,0,21392549
1,2,80900.0,20,713,CT,23,77.09,1773.07,change request plastic replace change request,12,4,1,306.35,2,4,1773.07,0.0,0,1,1,53.09,4,12000,1,2,0,16,1,0,0,59999037
1,2,900.0,85,713,NY,2,3.69,7.38, ,1,0,0,0.0,0,5,60.0,52.62,1,1,1,127.55,0,17000,0,7,0,7,0,0,0,43423090
1,1,41000.0,11,729,MA,4,68.42,273.68,password change customer call card replace statement,2,0,0,0.0,0,3,273.68,0.0,0,1,1,46.78,0,13000,0,2,0,6,1,0,0,33982848
1,1,47700.0,17,746,ME,65,66.39,4315.35,  plastic replace  ,32,5,0,327.15,2,3,4315.35,0.0,0,1,1,38.08,3,11000,1,5,0,13,2,0,0,68216372
1,1,160700.0,4,713,MA,23,256.81,5906.63,password change card replace statement bitcoin,9,4,1,1013.05,1,4,13596.7,7690.07,1,1,1,7761.47,4,13000,1,5,0,5,1,0,0,24419147
1,1,16600.0,91,711,PA,0,442.23,0.0, ,0,0,0,0.0,0,4,60.0,60.0,1,1,1,60.0,0,14000,0,4,0,9,1,0,0,91738175
1,3,9600.0,10,686,MA,13,219.93,2859.09,transfer customer call card replace,7,2,1,428.29,0,3,142.95,0.0,0,1,1,34.49,3,17000,1,0,0,4,1,0,0,14632254
1,0,23400.0,2,759,ME,5,255.32,1276.6, ,2,1,0,256.04,0,3,1276.6,0.0,0,1,1,61.19,2,16000,0,4,0,6,2,0,0,66191641
1,2,40900.0,24,648,PA,1,96.4,96.4, ,1,0,0,0.0,0,3,60.0,0.0,0,1,1,67.16,0,10000,1,3,0,8,1,0,0,69323068
1,2,19800.0,50,731,CT,4,58.65,234.6, ,1,0,0,0.0,0,4,234.6,0.0,0,1,1,44.51,0,15000,1,5,0,10,1,0,0,43171880
1,1,13600.0,32,723,NY,1,0.57,0.57,plastic replace password change billing address,1,0,0,0.0,0,5,60.0,59.43,1,1,1,154.35,0,13000,1,1,0,6,1,0,0,46919827
1,1,92000.0,8,695,ME,51,4.15,211.65,late payment password change  ,31,7,1,29.68,4,2,60.0,0.0,0,1,1,33.27,0,9000,1,5,0,8,0,0,0,30642718
1,3,76200.0,11,713,MA,3,43.33,129.99,plastic replace card replace   statement,2,0,0,0.0,0,3,129.99,0.0,0,1,1,51.65,0,11000,0,1,0,5,2,0,0,78641451
1,0,16900.0,1,724,PA,1,129.77,129.77, ,0,0,0,0.0,0,5,162.62,32.85,1,1,1,112.3,0,10000,1,4,0,8,1,0,0,59194948
1,2,9300.0,21,721,ME,1,40.39,40.39, ,0,0,0,0.0,0,3,2975.14,2934.75,1,1,1,2994.16,3,9000,1,1,0,9,0,0,0,77306298
1,3,14100.0,109,725,CT,0,26.32,0.0,late payment billing address card replace,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,16000,1,5,1,7,1,0,0,78854481
1,3,169700.0,8,707,NY,50,212.23,10611.5,card replace password change late payment atm denied,27,6,0,1286.34,3,3,2667.19,0.0,0,1,1,68.81,3,15000,1,5,0,11,1,0,0,90044348
1,3,113000.0,3,736,PA,30,101.74,3052.2, ,17,5,0,508.45,2,3,3052.2,0.0,0,1,1,43.6,3,11000,1,5,0,9,0,0,0,36605519
1,1,25500.0,18,691,MA,17,21.49,365.33,plastic replace billing address change request,7,2,0,43.2,2,5,365.33,0.0,0,1,1,56.98,0,10000,1,1,0,10,0,0,0,49762663
1,3,84000.0,52,800,CT,4,62.11,248.44, ,1,0,0,0.0,0,7,248.44,0.0,0,1,1,64.26,0,10000,1,1,0,11,1,0,0,23526815
1,1,103800.0,7,710,CT,27,350.77,9470.79, ,14,5,2,1722.89,2,4,9470.79,0.0,0,1,1,65.1,4,9000,1,2,0,3,2,0,1,86412267
1,1,33200.0,16,687,PA,9,35.72,321.48,change request change request late payment statement,6,0,0,0.0,0,3,60.0,0.0,0,1,1,75.07,0,17000,1,5,0,6,1,0,0,56064171
1,2,31000.0,45,722,VT,13,58.22,756.86, ,5,1,1,57.0,0,6,564.67,0.0,0,1,1,48.75,0,13000,1,1,0,7,0,0,0,93859710
1,1,20900.0,26,705,ME,7,292.87,2050.09,change request password change card replace moneyorder payment,4,3,0,877.8,1,2,2281.5,231.41,1,2,1,294.24,2,5000,0,2,0,7,0,0,1,76414615
1,3,30200.0,36,702,NY,18,249.92,4498.56,statement statement password change atm denied,5,3,0,757.14,0,3,4498.56,0.0,0,1,1,44.22,3,9000,0,5,0,9,0,0,0,30800056
1,1,,6,704,CT,236,33.05,7799.8, ,116,22,6,718.56,12,2,389.99,0.0,0,1,1,40.89,2,10000,1,4,1,8,2,0,0,67736883
1,1,45700.0,72,715,CT,5,60.51,302.55, ,2,0,0,0.0,0,5,302.55,0.0,0,1,1,52.88,0,10000,1,4,0,8,1,0,0,11834897
1,2,25200.0,49,764,NY,29,42.83,1242.07,change request password change password change,16,6,1,247.95,4,4,62.1,0.0,0,1,1,61.5,3,18000,1,5,0,5,2,0,0,78892413
1,2,78100.0,2,692,CT,8,20.21,161.68,transfer customer call customer call atm limit,4,1,0,19.94,0,3,2626.34,2464.66,1,1,1,2494.34,3,10000,0,3,0,8,2,0,1,05221367
1,1,55000.0,0,737,NH,10,824.02,8240.2,customer call transfer   atm denied,5,1,1,808.0,0,4,8240.2,0.0,0,1,1,51.57,4,13000,1,1,1,10,1,0,0,84288576
1,3,63400.0,0,711,PA,16,102.52,1640.32, ,8,1,0,103.61,1,4,1640.32,0.0,0,1,1,35.99,1,17000,0,6,0,3,0,0,0,80395222
1,4,36800.0,45,639,NY,34,183.85,6250.9,plastic replace late payment statement statement,16,0,0,0.0,0,2,2550.09,0.0,0,1,1,25.33,0,10000,0,2,1,5,0,0,0,12405182
1,2,146500.0,49,627,RI,15,24.47,367.05,plastic replace password change  ,12,3,0,75.09,0,2,367.05,0.0,0,1,1,30.83,0,13000,0,4,0,6,1,0,0,80657464
1,1,113600.0,4,693,MA,44,6.09,267.96, ,19,4,0,25.72,0,4,267.96,0.0,0,1,1,50.0,0,8000,1,2,0,7,0,0,0,87216841
1,1,7400.0,48,691,ME,1,63.11,63.11, ,0,0,0,0.0,0,3,63.11,0.0,0,1,1,75.04,0,9000,1,2,0,6,1,0,0,81418029
1,1,27200.0,48,743,NY,3,0.0,0.0,customer call change request statement,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,14000,1,0,0,9,0,0,0,97780125
1,3,103300.0,58,764,NY,82,129.68,10633.76,  plastic replace card replace withdraw limit,33,6,3,792.27,3,3,10633.76,0.0,0,1,1,54.37,3,9000,1,7,0,4,1,0,0,92853865
1,1,89700.0,13,730,PA,15,67.6,1014.0,billing address plastic replace password change moneyorder,8,0,0,0.0,0,3,3667.4,2653.4,1,1,1,2684.24,3,7000,0,3,0,7,3,0,0,03329586
1,1,16800.0,6,728,ME,12,92.86,1114.32, ,6,0,0,0.0,0,3,1212.79,98.47,1,2,1,166.47,0,14000,0,4,0,7,1,0,0,01602162
1,2,103900.0,5,762,ME,25,45.62,1140.5, ,15,0,0,0.0,0,4,1140.5,0.0,0,1,1,52.14,0,19000,1,5,0,8,3,0,0,71339623
1,1,3600.0,9,739,MA,3,18.51,55.53, ,1,0,0,0.0,0,4,77.26,21.73,1,1,1,77.51,0,16000,0,3,0,6,0,0,0,54718075
1,0,24300.0,8,728,ME,14,14.25,199.5,customer call statement card replace,4,2,0,29.2,1,3,60.0,0.0,0,1,1,70.58,0,15000,0,2,0,6,0,0,0,34250345
1,1,500.0,3,731,RI,0,322.65,0.0, ,0,0,0,0.0,0,5,60.0,60.0,1,2,1,60.0,0,18000,1,2,1,6,0,0,0,66466743
1,2,45200.0,1,683,PA,17,390.37,6636.29, ,5,0,0,0.0,0,3,6636.29,0.0,0,1,1,73.34,0,9000,1,1,0,8,3,0,0,96969677
1,0,64900.0,15,747,NY,1,401.95,401.95,transfer customer call password change statement,0,0,0,0.0,0,3,60.0,0.0,0,1,1,55.61,0,21000,1,0,0,3,0,0,0,89807053
1,1,92400.0,10,712,NY,61,129.1,7875.1, ,38,6,0,777.48,3,4,7875.1,0.0,0,1,1,56.15,4,14000,1,4,1,5,0,0,0,78961423
1,2,23100.0,14,678,NJ,11,198.26,2180.86,statement change request  ,7,2,0,402.24,0,2,109.04,0.0,0,1,1,68.42,2,15000,0,4,0,11,2,0,0,16514260
1,1,72400.0,50,746,MA,12,195.13,2341.56,plastic replace late payment transfer,6,2,1,408.98,0,6,2341.56,0.0,0,1,1,55.11,6,7000,0,2,0,10,0,0,0,49161195
1,3,80700.0,32,703,PA,4,159.75,639.0,  plastic replace billing address statement,2,0,0,0.0,0,5,347.47,0.0,0,1,1,91.03,0,11000,0,4,0,6,1,0,0,59489249
1,5,11500.0,18,750,NJ,2,192.7,385.4, ,0,0,0,0.0,0,3,385.4,0.0,0,1,1,56.4,0,13000,1,2,0,6,0,0,0,73543799
1,1,63600.0,36,681,MA,1,53.34,53.34, ,0,0,0,0.0,0,6,60.0,6.66,1,1,1,53.45,0,12000,1,1,0,15,1,0,0,22550519
1,1,61300.0,27,793,ME,9,185.31,1667.79,billing address plastic replace card replace,4,1,0,184.65,1,2,83.39,0.0,0,1,1,48.68,1,21000,1,0,0,4,2,0,0,07456242
1,1,20200.0,0,657,NY,3,61.18,183.54,change request change request late payment statement,2,0,0,0.0,0,2,183.54,0.0,0,1,1,45.53,0,15000,1,3,3,8,1,0,0,89669272
1,2,110700.0,5,759,PA,21,83.22,1747.62,plastic replace card replace statement,9,4,0,335.44,2,2,1747.62,0.0,0,1,1,28.6,2,8000,1,0,0,7,1,0,0,47642683
1,2,34700.0,5,769,NY,23,133.63,3073.49,statement card replace billing address,10,1,1,127.0,0,5,153.67,0.0,0,1,1,41.92,1,13000,0,4,0,6,1,0,0,72052716
1,3,117700.0,2,685,MA,55,254.82,14015.1,change request plastic replace   overseas atm,29,10,2,2564.16,3,2,14015.1,0.0,0,1,1,82.85,2,10000,1,1,0,10,1,0,1,14860578
1,2,5800.0,32,745,RI,10,9.91,99.1,billing address transfer customer call,5,1,0,9.76,1,3,99.1,0.0,0,1,1,58.38,0,10000,1,1,0,8,1,0,0,84905074
1,2,10300.0,2,752,PA,4,117.25,469.0,plastic replace transfer password change statement,2,0,0,0.0,0,3,469.0,0.0,0,1,1,49.81,0,10000,0,2,0,10,2,0,0,87267795
1,0,95900.0,4,696,NY,25,511.75,12793.75, ,10,6,1,3067.9,4,3,12793.75,0.0,0,1,1,66.33,3,6000,1,4,0,5,0,0,1,29774095
1,3,123400.0,8,680,PA,19,493.89,9383.91, ,9,3,2,1444.63,1,2,469.2,0.0,0,1,1,66.3,2,13000,0,4,1,5,0,0,0,49938235
1,2,22900.0,18,737,NY,3,0.0,0.0,plastic replace customer call change request,1,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,9000,1,2,0,10,2,0,0,61227677
1,0,38200.0,0,671,RI,3,220.94,662.82, ,2,1,0,218.04,0,4,60.0,0.0,0,1,1,52.86,2,6000,0,1,0,6,3,0,0,79841864
1,2,43500.0,0,702,NY,0,338.37,0.0, ,0,0,0,0.0,0,2,60.0,60.0,1,2,1,60.0,0,20000,1,2,0,10,0,0,1,59241691
1,1,,6,683,PA,3,78.78,236.34,plastic replace late payment change request statement,2,0,0,0.0,0,6,236.34,0.0,0,1,1,92.02,0,12000,0,3,0,4,0,0,0,52698404
1,5,15800.0,1,672,NY,14,155.93,2183.02, ,6,2,0,316.22,0,6,3461.27,1278.25,1,1,1,1323.4,6,15000,0,2,0,10,2,0,0,46391020
1,3,23500.0,8,753,NJ,47,0.0,0.0,billing address transfer late payment,26,4,2,0.0,1,5,60.0,60.0,1,1,1,60.0,0,14000,1,2,0,6,2,0,0,66636697
1,3,4900.0,7,701,CT,1,203.79,203.79,plastic replace late payment statement,0,1,1,194.0,0,3,203.79,0.0,0,1,1,26.83,0,8000,1,0,0,8,1,0,0,31985434
1,2,28100.0,5,711,NJ,16,132.83,2125.28, ,10,0,0,0.0,0,2,3237.77,1112.49,1,1,1,1124.32,2,8000,1,5,0,6,0,0,0,72584302
1,2,49900.0,11,704,ME,14,197.99,2771.86,plastic replace statement plastic replace,8,2,0,396.92,1,3,2771.86,0.0,0,1,1,21.34,3,8000,0,5,0,7,0,0,0,66879631
1,3,114000.0,10,779,RI,92,17.77,1634.84, ,35,16,3,273.65,4,4,1634.84,0.0,0,1,1,39.34,4,15000,1,3,0,5,3,0,0,67000748
1,0,71600.0,35,684,ME,19,35.69,678.11, ,7,2,0,71.5,2,4,678.11,0.0,0,1,1,38.42,0,11000,0,1,0,4,0,0,0,33182132
1,2,30100.0,0,712,RI,38,0.0,0.0, ,17,0,0,0.0,0,4,60.0,60.0,1,2,1,60.0,0,12000,0,0,0,7,1,0,1,20319893
1,2,97000.0,6,734,MA,114,12.06,1374.84,change request plastic replace change request,67,14,3,164.04,5,2,1374.84,0.0,0,1,1,38.15,1,11000,1,4,0,7,2,0,0,62011607
1,3,33500.0,31,745,RI,24,50.25,1206.0, ,8,3,0,153.84,0,3,60.3,0.0,0,1,1,27.02,2,17000,0,3,0,8,0,0,0,25620187
1,4,19700.0,4,761,NJ,18,135.46,2438.28,late payment plastic replace change request,6,2,0,270.8,1,3,2438.28,0.0,0,1,1,68.74,3,11000,1,6,0,14,2,0,0,13693010
1,2,96000.0,4,754,MA,80,468.73,37498.4,customer call card replace plastic replace bitcoin,38,7,5,3179.74,3,2,1874.92,0.0,0,1,1,48.57,2,14000,0,3,1,9,2,0,1,32232157
1,2,14300.0,10,774,CT,7,207.71,1453.97, ,3,0,0,0.0,0,2,2725.75,1271.78,1,1,1,1360.54,2,8000,1,6,0,5,1,0,0,87588988
1,3,120100.0,69,684,NJ,58,123.62,7169.96, ,31,2,0,247.5,1,2,358.5,0.0,0,1,1,44.72,2,19000,0,2,0,5,4,0,0,97893897
1,1,147500.0,28,693,NY,275,2.89,794.75,statement password change card replace,155,30,8,90.44,11,4,844.21,49.46,1,1,1,117.72,4,11000,1,0,1,12,2,0,0,41108312
1,1,59100.0,21,694,MA,7,161.8,1132.6,plastic replace plastic replace customer call,2,1,0,161.91,0,2,1132.6,0.0,0,1,1,53.66,1,16000,0,3,0,11,0,0,0,75961129
1,1,41200.0,3,660,NY,39,141.37,5513.43,billing address change request plastic replace,18,3,2,411.27,0,2,5513.43,0.0,0,1,1,31.2,2,17000,1,0,0,10,1,0,0,90972998
1,1,35600.0,25,740,RI,36,0.0,0.0,customer call customer call customer call,15,3,1,0.0,2,2,60.0,60.0,1,2,1,60.0,0,9000,1,2,0,3,1,0,0,88513976
1,3,82000.0,1,726,MA,135,99.17,13387.95, ,61,11,3,1014.92,5,5,669.4,0.0,0,1,1,80.73,5,16000,1,3,0,8,0,0,0,41320367
1,2,68800.0,0,713,NJ,17,200.54,3409.18, ,3,2,0,401.26,1,3,3409.18,0.0,0,1,1,20.34,3,11000,0,0,0,6,0,0,0,51527679
1,0,43100.0,11,692,MA,8,129.92,1039.36,billing address customer call password change statement,5,0,0,0.0,0,3,338.44,0.0,0,1,1,45.38,0,16000,1,4,0,5,2,0,0,26820349
1,2,94900.0,32,712,NH,5,472.88,2364.4,transfer late payment card replace,2,0,0,0.0,0,6,118.22,0.0,0,1,1,86.39,0,10000,1,1,0,4,3,0,0,80616540
1,2,16400.0,4,715,MA,4,246.25,985.0,customer call transfer transfer overseas atm,2,0,0,0.0,0,9,2593.24,1608.24,1,2,1,1668.88,9,12000,1,5,0,6,1,0,0,40311809
1,2,93100.0,9,661,NY,12,101.86,1222.32, ,4,3,0,303.45,1,4,1222.32,0.0,0,1,1,42.07,4,10000,0,2,1,8,0,0,0,20324058
1,0,59800.0,2,706,CT,24,413.55,9925.2,billing address card replace plastic replace moneyorder,10,3,0,1232.91,1,2,10906.21,981.01,1,1,1,1054.27,2,8000,0,5,0,5,0,0,0,12849399
1,3,4300.0,56,736,RI,0,22.37,0.0, ,0,0,0,0.0,0,4,60.0,60.0,1,1,1,60.0,0,13000,0,2,0,10,1,0,0,69846920
1,1,88500.0,19,754,PA,40,123.14,4925.6,change request change request billing address moneyorder payment,16,6,2,720.8,4,3,246.28,0.0,0,1,1,42.26,3,6000,1,0,0,8,0,0,0,54882586
1,1,14700.0,61,667,RI,5,38.46,192.3, ,1,0,0,0.0,0,3,192.3,0.0,0,1,1,58.93,0,11000,1,2,0,7,3,0,0,19403682
1,1,62900.0,1,752,PA,10,70.94,709.4, ,5,0,0,0.0,0,4,60.0,0.0,0,1,1,25.09,0,19000,1,2,0,11,0,0,0,57339763
1,1,80700.0,0,729,PA,144,59.03,8500.32, ,67,19,3,1140.2,6,7,8500.32,0.0,0,1,1,17.51,7,9000,1,6,0,8,1,0,1,79897750
1,0,62200.0,38,687,CT,36,0.0,0.0,  transfer late payment,17,3,0,0.0,1,4,60.0,60.0,1,1,1,60.0,0,20000,1,6,0,8,2,0,0,57561667
1,2,104200.0,21,703,NJ,6,191.24,1147.44, ,4,0,0,0.0,0,4,2816.9,1669.46,1,2,1,1717.91,4,10000,1,5,1,8,1,0,0,71618851
1,2,32500.0,15,717,MA,7,24.8,173.6,card replace transfer card replace,2,2,1,43.81,0,6,60.0,0.0,0,1,1,60.13,1,12000,0,5,0,3,0,0,0,24379478
1,1,54800.0,11,636,CT,4,676.86,2707.44, ,3,0,0,0.0,0,3,2707.44,0.0,0,1,1,45.91,0,15000,0,4,1,8,0,0,0,53521807
1,3,66500.0,57,705,NH,27,2.56,69.12,    password change,15,3,1,6.38,3,2,60.0,0.0,0,1,1,30.82,0,18000,1,5,0,5,1,0,0,52391420
1,3,50800.0,1,705,MA,9,0.0,0.0, ,5,0,0,0.0,0,3,60.0,60.0,1,2,1,60.0,0,10000,0,1,2,6,0,0,0,60784834
1,1,1600.0,30,700,ME,0,23.38,0.0,transfer card replace transfer,0,0,0,0.0,0,2,60.0,60.0,1,2,1,60.0,0,19000,0,5,0,5,0,0,0,27791017
1,0,54500.0,9,749,MA,4,117.45,469.8,card replace late payment card replace statement,3,0,0,0.0,0,2,60.0,0.0,0,1,1,61.38,0,19000,0,3,0,11,1,0,0,83576003
1,2,80800.0,9,700,NY,28,97.5,2730.0,  late payment statement,16,5,1,492.96,1,2,2730.0,0.0,0,1,1,26.39,2,6000,1,7,1,8,1,0,0,55840686
1,0,109100.0,16,705,MA,111,166.46,18477.06,statement transfer password change atm denied,51,7,2,1160.05,2,7,18477.06,0.0,0,1,1,71.64,7,11000,1,4,0,9,3,0,0,08855068
1,2,,9,714,NY,29,81.58,2365.82, ,17,1,1,67.0,1,2,2365.82,0.0,0,1,1,86.07,0,19000,1,2,0,6,0,0,0,86264311
1,1,102800.0,6,626,NJ,21,41.58,873.18, ,9,2,0,83.6,2,3,873.18,0.0,0,1,1,47.37,0,6000,1,4,0,5,3,0,0,27816518
1,0,105100.0,39,707,NY,202,53.67,10841.34,statement password change change request bitcoin,108,19,4,1040.15,8,4,542.07,0.0,0,1,1,52.7,4,9000,1,5,0,4,0,0,0,59235936
1,1,109700.0,41,703,NJ,49,22.26,1090.74, ,23,6,3,125.46,2,5,1395.68,304.94,1,1,1,369.85,2,15000,1,3,0,5,0,0,0,58699414
1,2,22200.0,18,693,MA,43,77.92,3350.56,late payment billing address  ,23,3,1,243.4,1,2,3350.56,0.0,0,1,1,58.23,1,9000,1,2,1,7,0,0,0,32775917
1,2,36700.0,11,642,MA,14,69.53,973.42, ,9,0,0,0.0,0,3,973.42,0.0,0,1,1,70.33,0,16000,0,5,0,7,1,0,0,85829901
1,0,62900.0,1,701,NH,34,168.83,5740.22,customer call plastic replace transfer moneyorder,19,6,1,1007.95,2,7,5740.22,0.0,0,1,1,60.21,7,15000,1,1,0,2,0,0,0,31050668
1,3,68100.0,5,683,MA,3,73.13,219.39, ,1,0,0,0.0,0,4,219.39,0.0,0,1,1,49.92,0,15000,1,3,0,12,0,0,0,93527261
1,2,69000.0,10,662,NH,44,85.19,3748.36, ,20,8,1,667.62,3,2,3748.36,0.0,0,1,1,49.51,2,16000,0,2,0,4,1,0,0,55232764
1,1,129200.0,10,725,PA,56,130.34,7299.04,"  statement card replace lost cardrefund requested. supply additional details, call back",32,5,1,653.04,3,2,364.95,0.0,0,1,1,25.73,2,9000,1,2,1,9,2,0,0,40840480
1,1,96100.0,58,657,RI,113,3.81,430.53,change request password change   moneyorder,57,13,2,45.38,5,2,2639.46,2208.93,1,1,1,2239.29,2,14000,0,4,0,11,0,0,1,83191210
